essay_id,batch,score,text_sha256
ef3ba7e,10,6,5ab90df997dc8d54c27a531b5604e9993201d3ffda2cb2aa983720927da1cddd
0b059bd,10,1,fe1feb3d35a104a9d39669b4288affa9e9090eae890c7ee4c34f7e59402e7096
784933d,10,2,494654062de9d0e0cf5bd8a2ce3ecb460a97908e4772151e6498186b98ad0801
b3912ed,10,3,926a8681b9eae969b656bb0a1d2d9f1d886c0cba3b269c27cc6a0335a1480e47
27c0af1,10,4,119729596cd13285c216364f7db654d7e0c3533b3058683522bc28b59a842775
1cfab57,10,5,896c3d1f770f3b3cd263496862479c035d3c2c324d75e0d73db714a22d0c4968
3a2b8f0,10,6,4ec52dbc6f5d6603ed6089443c3769bbaee794a836bdb9a2b1d76afb39032101
3508b1d,10,1,1dc42c32b9df18a94437c808dada14c1794213337cc229c0e206f0e90950635b
8de2ee2,10,2,b93de1d086a804646bbd7bca1295df2a763887e5059a916722d27e2aae663562
79c21a0,10,3,5f5e93630c120206199c51527bb319d1c4ece283e2d73eeb26e14aaee8b882d9
9106d85,10,4,8758699e6bdb4e2cdb3a174100211abf21b07d301c6e85f83ef5dc91c494d897
9dc6cd2,10,5,71b8735821d633f73952671e01bf929b61f501925aabe12ccb01a725b1e09ccb
d2d423b,10,6,68787896ee76559be935feb06f765dbd6be0b322515a5e542040a5224d351ac6
9c1ed5d,11,1,4e936bac2305d0d895236f3cea4f9574967a15a6f141feef844648ccd67ef715
610d03b,11,2,9647f24d62d72fac3d556b7bf00bae4e1b95abe8aa5cd4398ff91bf230d8d219
7ebd70b,11,3,d1fccdd200d1a80d4ff9be8143b54d5c0ef74a901f6d00acffbdd7a9f4d72924
d1e43ab,11,4,298a5387a929a482ec53006373da68b35aa5399a9d0d71d644d8206c06f8148e
896afa6,11,5,6a47191d3a42e151541ace33143fdf4554a6b6e6544e6a7b9f6bb5a0e33e282d
80b646c,11,6,e94e639200422d6af5ebbdd9db3aac1589f8dfdb83eb46f487fdc93687d2c574
82b38aa,11,1,613a23eaa9eb6bc8d03a4fb5b130e8acf905174ee906b3b12ddb3c95dc13da51
0912e51,11,2,1f1adca7ab264d30b5ea465880c587f3068e483f65d34296a1d2bb4c7710fe0e
74f8a54,11,3,21ab9d6229514f73b501870e5c6a2dff2bfd2ffb812c8d5144d4ed766f445a83
7b28c77,11,4,9c12a9c8846ed8fffa4209543031e4f8e8f0e69035bb1840fc316e445e579c40
673ec30,11,5,ea40ea3a0c3470efa91f25edc134c7817a27700b2ad10d6603a8de3285bafd40
f86b855,11,6,3f4c9f8aa4195be5b82900e5e75a9e6bcabdc49c11d5370807ec629ac13ed7b9
7ef2fa6,11,1,10626ab0fc5c6906e56c09ba2b1c6c2dec3e6d7693771a4497482f6503104e75
3f948e1,11,2,7ab016f403d9de23d2b30de4ca2e9f82c442959553038588c97e7f747977219d
cda556e,11,3,496f7c0f61a6190d2612ba24e2a3c10190d54a96d80f3250458f1fc061d218ec
89cee1d,11,4,2bcca162b12a57092c020521469fef349296b8089d5165f249c3b0e1d4774b1c
7c64ee2,11,5,deb60d17f9950063c23c13d6baedfd134afd05c556ff1965d907dc012d3e01eb
e2f5624,11,6,41815e034499364c1fac0b0c5401a8a44f087917de7bac5756476c158fe0975b
94bae27,12,1,8f8b2a31d57e75cff5ae184584f923a5a1d0729025763c164bd73e2e15c057d1
56b34c7,12,2,308363649ad11bbc231ae08325065aff6ba250bb42298ad897fa6c1d7d7703b0
1fe34e0,12,3,df3aca242197308fa250de1c8528546042a70fae52364eb51b717d79c9ef82d2
6a30fc8,12,4,ebebb9e7b2bb27218acf2b8f89f56c91045234d08e5b213e246f9fff39040301
d3570a8,12,5,92cacdb12f81faf446c55b60212a07546b743d603b48186eda21cc5638cbb0ec
963705b,12,6,aad2b39bb40d96fc68ba3360a07fb27cbc6a8ce0a518d2783cc92032e0a41c85
9f3a294,12,1,569626c2878f4d9b6b1a812884e14c3d68a40a908e993d2207ecb60e42accf9d
d331726,12,2,2e982b24b1f69c42c930d0a52fe88ce00b6ddc8020976f5a5017c80005ef93cc
48de104,12,3,da8cb8002d9176ce16eff127f180000e78fc604234d86ccc0e28a650bd8a05c5
10aea63,12,4,db04d2bc9b8e67f040f231d02e0f8426b66a92a955b3bd426061d20f041a2209
4d6ac79,12,5,7da6ecd7d6285bfff935b9fe1113e9ee59ec3b41b434cc0aff33da66e069575d
6215c79,12,6,56fe2450770752ed58dbee9eb1a71a1b0f8c8d182932c9c3c01340b6b1b64cb7
93ecd40,12,1,5e6eb3050cfcb8c0d5aa1261d4364a58ad3f665a3e84b782a7a277a10ebbae57
dc8e9f9,12,2,1c28c1e7585316acb9e2968fd225467ab01fc86ec31cc67e53c46c2bd3757da4
c44be67,12,3,488e1b27ad803262d9e2ea5ca53dfc31fb8efac3d05bc0672aa9fcb17dae5421
af97c77,12,4,aff2e7913f5778f1053e760efa9de563971bae3a70c9ec617ee95e003542dce4
9bef913,12,5,c48ef6c35267c02c4b5caa466db099b22d7cbb6b42c71ac30fb7d69a927fc69a
980a15b,12,6,325d79ecc3b98be27a4dc1ae1866dbef664c58625077e95ce8b69d99e1d5b6c6
8531c68,13,1,cb6fd3c3d19daecf5c6a297861e79a9b4c62a6a88fc4508bc10204d25d1f8dfc
85bf4eb,13,2,fb3470bd6d9c0fa6aa81fb5fd6ff8c8b9db2c7b9fdfdd07b91f217ede37c82c2
c8ad17b,13,3,73106334f2946d3f67b6209677c3c83a7f14026e3e18622a4ea59850a1ee2c17
c369266,13,4,eb7ef76a9d8181aa28b8d31fabe64bbc0b87ed11239ef824ac4982e08fd21bd4
4547adf,13,5,5e11d31aea3d18a7948dbfec34d5978b1537ddee94910268d2f3e3a12d1da026
bf09ba6,13,6,f61685f1464de139a2523ed4fe36c5660063cfd3a6d43218014f3e64b7d3354c
214e706,13,1,8b75b868b6df1ae407ab9819620c88697c2db07828523433a8c85a7b3de6413c
68c21d6,13,2,83cf3a5849b7a46f87a5df8a66cb57d8c91687063b6941624145538f2aafd4f7
954f9af,13,3,364d32e5366a2df8a15f43c604dc7e8806351b4a6cd540fda83b270cc926e177
19953a8,13,4,c8000c4f04ff26aa1109468dac0a6d3eef709b59a47788bf06c35feefef8ce07
3f4a9c6,13,5,0471fab62583782fef5b9f7c24ec69f23abaac7ebd77780b8d90e6c6b34c61d8
a2082ba,13,6,f5e9ed72ecda27427e463aae4a5e54456034147303d04810cc6b339233540302
e47a407,13,1,e1b7c0f29ab470a8670ecbe9f7cb9e79d87051ca7fb4f5f4549e286e69a7f9dc
5993357,13,2,0a46ffec1e329b88f2a5b54ffc96373ebb71e54936a18fa382d5fa44b27b75fc
5c7531b,13,3,6000e833d63302747dad0a05675b41ff670975ac276225c42b2effa294376386
d078970,13,4,a8eb2f7f165ccf07845514216365edabc1a95c0dc99437cc44d7c9134f770046
768ecbe,13,5,e3cadfc086930178526baaa53b0d981f5d12a97666dea6d61f6b978a03a0968c
ca58ee7,13,6,8794181f7c1c95fc0c29aa7f0a982e316732033ca8ce36cc208bea910da5b5d6
e028b12,14,1,70d3659662342cfc3eeb880f11dfd3c4d25ca0636dd204989fd3e5f44eb37551
076f000,14,2,95ca6dec331909311b2cd590263fca81caf2d3d19bf85055759d9632445bcdf7
0ee7d80,14,3,71833880564c36715abc60f463ad0879590b77988ade327333b047266d9aea74
952c47b,14,4,85b653ce21969f564579029ffe5927f13621a1aa1cbe1d4ff328ac56afddd35a
8787e12,14,5,b0ec05bb514996dca0efbc2201e0f950ce75d6f8d3bced7c18e23ce7923c8689
f40b5d8,14,6,ac16b32d02785b1d5915fcff69dce3fb34d44772e619740ef44a31a3e0441b89
9946d02,14,1,8fe6b578cf219854a7a5062fb97ca720c6cda2deb17792016edfbec6c2a9a7cc
a2a5042,14,2,13d11aa70ae3dbb74e329e090a3d4d069524b2e19bf5bf2e9c99e024323bfa19
384b5dd,14,3,568675fd0c230b3f9b76f5d4c5b617aed026711404ef221a35db73bf34979c23
b5cd4cc,14,4,056b2b6e4b078d57ecafc9af11fad221cd00b0d6d67d6e735b3eaaaa18bb113b
74f76a7,14,5,2b2263047c6cac1de714f69364877632a5124978044fb417e4acef5057c9d350
a1b24c3,14,6,cb517325302e6fa95f63a1a7dddc3bdb0520d7ba8bcadeb116dace53d5e602e7
d4ebb9f,14,1,f3ceb95b64fa7ef8e1bdc899e7cd59467e488f43cebe4428570ff921a54387ed
7f540a5,14,2,416211ae91e59c1d41d06be41d9c7264a7e15f3b6d46d0b61e1d7cf52934eb1f
720e373,14,3,5d7271fccc329094aba200c8e19ef77771acce2a7204cd0e071ec33ad75d9cea
59b254f,14,4,b74e758664f7b12ed32606a425443b0e22a77a6eed1d5e9c3f93ad3c891af136
b303cb0,14,5,00a677d7f5e7bb53dbe1894ce93ffa205446c0b92d24ed25d763239c05ca251a
5c54427,14,6,219b323af81799e11d7a5560dc42acb9297e17ee1266a54c0b63d5b61211cce2
aa52b3b,15,1,8caaecd6154a1da6f8012877baefc5139ba46dda81c03a30c627b74f1875a092
73b0af7,15,2,b70465df2267070add024c2c9853713094c63428d8ecea7cdb644b7c10a2394c
eb4ead3,15,3,486276ab8e3c54ec1de6de5d9cb6d75cd9db43bfa14fefec16abc10fd3c9d94e
6125d49,15,4,3e3e38a1b014676a22253806e4b3c12058870a51fa3614a6cdbfb911850e6b47
15b1360,15,5,6ecfb9a22931d641da3cd85cc14c5da0ef5519afa4b7c6cb7717c3a319fa839d
26479a8,15,6,c710e95c0f4619ab2ee814b69cdc62f1365950134a6a30a4a8f994a021e862c9
e03613b,15,1,da7f455cb586685893328c84af88e0d4f13d761cb38dabf2fa2f8f3bc550fcd5
883a718,15,2,ca2ab4a233fcff43a2d5d26f604e3803c2ee7154d8dc94cd1a7fa31cadc772df
552af61,15,3,f4d445979053fecff9068b43fcb62dc4aff2b95d76cc68e5d612516223b2c757
32f9b1d,15,4,c2a7a616d97ba20a1081a89bb3d363949558f50aee235cb5417ddea35cabac50
a704ae6,15,5,19325fb1a942ba8e4eb0cbf35c2d4e80134cf68888f386ad16a9f7451ecca79f
91d5de5,15,6,675b55f0b726d79aa56d51026ab48ddff9bac4632c9b49c4134aba3ca2c0e0cf
